558	12900663110118	00852654	L	2232
559	12900095710014	00697348	P	822
567	129-0013884-000-0	00704800	P	2299
571	12900516570005	00747572	L	1870
574	12900108760311	00822790	L	578
574	12900108760147	00822773	L	578
575	12900877810503	00822601	P	585
576	129003111900009	00724893	P	2233
578	12900722160005	00773214	P	594
584	12900041750064	00688038	L	1837
590	12900263660017	00719659	P	602
591	12900500480005	00745777	L	2245
596	12900392680001	00734058	L	2242
597	12900484910019	00744127	L	2243
598	12900516570005	00747572	L	1923
602	129-0087781-066-9	00822617	L	603
606	12900013150251	00683264	L	1750
607	12900877810255	00822576	L	607
608	12900371130200	00866078	L	608
608	12900371130010	00866059	L	608
609	12900697410039	00770096	L	2246
610	12900553650009	00751388	L	2241
612	12900296010008	00723225	P	609
614	129-0012033-099-4	00991143	L	614
616	12900115910008	00700943	L	615
617	12900025020302	00685074	L	618
623	12900104440140	01019325	L	629
625	12900050070099	00954901	L	2248
626	12900116300001	00700985	L	2263
628	12900173370004	00709265	P	2251
633	12900055090118	00887649	L	634
634	12900108760030	00822762	L	2266
637	12900085830004	00695518	L	2255
638	12900693410009	00769340	L	2252
640	12900211190000	00713942	L	641
641	12900211190000	00713942	L	644
642	12900211190000	00713942	L	645
643	12900211190000	00713942	L	637
644	12900211190000	00713942	L	640
645	12900211190000	00713942	L	646
646	12900120690009	00701639	L	652
647	12900111900003	00700367	L	647
648	12900162680025	00707707	L	648
649	12900115910008	00700943	L	649
653	12900055260075	00896096	L	661
654	12900423200001	00737519	L	2261
656	12900038530222	00687089	P	1043
658	12900167400056	00708428	L	2259
660	12900073480176	00851831	L	660
662	12900167370077	00912037	L	997
663	12900232960043	00985358	L	2294
667	12900163330026	00707775	L	663
669	12900159840186	00937683	P	2257
672	12900308270004	00724593	L	2004
674	12900155180058	01022398	L	2260
677	12900555200001	00751593	L	2296
679	12900118160288	00897585	L	2297
679	12900118160114	00897568	L	2297
680	12900451600007	00740551	L	2316
683	12900056580018	00822667	P	2281
687	129-0005945-000-3	691555	L	2264
689	12900024700136	00979007	L	2270
690	12900007160282	00849097	L	676
692	12900123530061	702357	L	2289
693	12900091970000	00696807	P	678
697	12900104060138	00961567	L	2273
709	12900198290039	00918733	P	696
710	12900028690002	00685739	P	687
712	12900088730755	00833365	L	2277
715	12900017010279	00683863	L	689
722	12900079490039	00694504	P	718
733	12900877850103	00822834	L	2272
734	12900454450079	00740890	P	2276
735	12900050310008	00690291	L	2278
736	12900143390066	00705347	P	700
738	12900109010013	00699899	L	2283
739	12900633020215	00760253	L	2284
740	129-0004357-031-2	00689004	L	643
747	12900127520001	00703344	P	713
756	129425807	00688669	P	1100
759	12900024280006	00684943	L	2301
760	12900063030098	00991295	L	723
760	12900063030064	00991292	L	723
763	129-0087781-029-7	00822572	L	704
763	129-0087781-021-4	00822580	L	704
764	12900245050006	00717698	L	2310
770	12900041180411	00687601	L	2291
772	12900077540033	00694010	L	728
774	129-0030804-004-3	00900255	L	1854
775	12900043640149	00987062	L	2318
789	12900037360126	00980707	L	2311
793	129712900385430000	00733301	L	2312
799	12900108900313	00895989	L	755
800	12900310200007	00724795	P	760
801	12900251330011	00718351	L	761
802	12900210030009	00713792	L	762
803	12900125070082	00702790	L	765
804	129-0006826-000-5	00692713	P	747
814	12900081440022	00867275	P	773
815	12900102980170	00864068	P	777
822	12900197350123	00712014	P	794
828	12900042520003	00688646	P	790
833	12900877810396	00822590	P	783
838	12900262750058	00865621	L	798
841	129-0009091-025-4	00855279	L	781
850	12900887980098	00828074	L	570
851	12900111150146	00938290	L	2315
853	129-0065591-005-3	00765476	L	617
854	12900602280006	00757002	P	2317
858	129-0017086-000-7	00708959	P	947
862	12900124270006	00702598	P	1064
869	12900288430057	00895375	L	1091
872	12900518060005	00747725	P	809
876	12900247640002	00717968	P	811
878	12900137040008	00704588	P	810
883	12900299520003	00723599	P	816
891	129-0002551-008-8	00986336	L	815
897	12900450280009	00740416	P	817
901	12900224030011	00715392	L	828
903	129001004990003	00699429	P	2224
904	12900017010402	00683876	L	1848
905	12900014110064	00843571	L	818
909	129-0015426-000-0	00706722	P	772
910	129009717900023	00882884	L	820
912	12900124280005	00702599	P	826
922	12900595750007	00756317	P	1284
932	12900035420138	01000531	L	1056
938	12900018450037	00939509	P	1272
940	12900141550000	00705130	P	841
944	12900101710594	00998717	L	840
947	12900084090006	00695324	L	1014
950	129-0004833-000-1	00689883	P	697
956	129-0012354-001-1	00702375	L	675
967	12900101010136	00990893	L	846
974	12900127010029	00987739	L	859
975	12900256740008	00718923	P	1786
976	12900001010004	00681127	P	860
980	129-0069948-035-2	00770569	P	943
984	12900366360028	00731250	L	874
989	12900435960006	00738875	P	877
1001	12900103740078	00900511	L	1849
1007	12900114930098	00700761	L	883
1012	1290005674109	00948353	L	748
1030	12900441970007	00739520	L	903
1033	12900373900006	00732075	P	910
1039	12900319130056	00725750	L	914
1055	12900075740130	01020790	L	1354
1055	12900075740023	01020779	L	1354
1059	12900035420203	01000538	L	1125
1067	12900043890124	00689177	L	939
1068	12900049660026	00690188	L	1861
1072	12900371970001	00731851	P	893
1077	129-0028437-000-0	00721906	P	945
1081	12900405090016	00858156	L	1167
1088	12900232840039	00716384	L	1172
1098	12900068340047	00928574	L	1176
1099	12900453810000	00740811	L	1178
1118	129-0009813-011-1	00899773	L	925
1125	12900877810487	00822599	L	1068
1128	12900158190088	01002978	L	1090
1140	129-0056306-000-9	00752426	L	639
1150	12900077900005	00694053	P	1197
1153	12900182510004	00710294	L	1190
